number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
32,2,4,10,10,5,0.9695742452182257,0.014596114685786903,0.5416648546854655,0.11701442047333559,2.0,0.0,3.7333333333333334,0.45773770821706344,6.266666666666667,0.7037315505489967
16,1,3,2,10,15,0.9054478455158257,0.08099643140754921,0.603906774520874,0.07411953882438524,1.0,0.0,3.0,0.0,3.0,0.0
16,1,4,10,1,10,0.8072915137060447,0.09746337268053389,1.2413992087046306,1.0152996791102231,1.0,0.0,1.0,0.0,1.0,0.0
8,1,1,5,1,10,0.6935146757183289,0.15900543942183032,0.1545303185780843,0.013397294710393939,1.0,0.0,1.0,0.0,1.0,0.0
32,1,1,5,1,5,0.8678602618737374,0.044093454140840774,0.12675199508666993,0.06705178709726538,1.0,0.0,1.0,0.0,1.0,0.0
8,4,3,2,10,20,0.805428163509044,0.085769037522863,1.2636477629343668,0.2219811297956925,4.0,0.0,3.0,0.0,12.0,0.0
32,3,4,10,2,5,0.9300061982864289,0.02922861212726544,1.9168700536092123,0.6245746137583319,3.0,0.0,1.0,0.0,3.0,0.0
16,2,2,2,1,5,0.9141186454039166,0.035158545668578026,0.45935802459716796,0.11693730891599609,2.0,0.0,1.5333333333333334,0.5163977794943222,2.6,0.6324555320336759
16,2,4,2,1,15,0.9230855512945557,0.021196255645337003,1.1415837764739991,0.22222700696828676,2.0,0.0,1.6,0.5070925528371101,2.7333333333333334,0.7037315505489968
32,1,2,5,2,15,0.8920142060809158,0.025209480176295304,0.323089869817098,0.10903717960560597,1.0,0.0,1.1333333333333333,0.3518657752744984,1.1333333333333333,0.3518657752744984
4,4,3,2,10,5,0.6709374045203697,0.10953082314419144,1.5063265959421794,0.5606822039418295,4.0,0.0,3.0,0.0,11.933333333333334,0.2581988897471611
4,3,4,2,10,5,0.6416304842340428,0.11170391800911315,1.425492811203003,0.5888359236701559,3.0,0.0,4.0,0.0,11.933333333333334,0.2581988897471611
8,2,3,1,2,5,0.8585457779261657,0.11472410601842012,1.1678567250569662,0.18174950098158824,2.0,0.0,3.0,0.0,5.933333333333334,0.2581988897471611
32,2,4,5,2,10,0.9394415050243217,0.00798589412404097,1.223861583073934,0.20285895574691465,2.0,0.0,1.2,0.41403933560541256,2.2,0.4140393356054125
4,4,3,10,2,10,0.5742273910675633,0.09475118031454016,4.9549188137054445,2.2113936990759457,4.0,0.0,1.0,0.0,4.0,0.0
8,2,1,2,1,15,0.6820918469605469,0.1573653566979819,0.5527033805847168,0.18415304572917607,2.0,0.0,1.0,0.0,2.0,0.0
4,4,4,10,10,10,0.6028709452876277,0.13672540252660403,4.456194623311361,1.7978938670082567,4.0,0.0,2.0,0.0,5.0,0.0
16,3,3,5,10,10,0.9158768875018741,0.05203002571855328,0.9218395233154297,0.18458390566580518,3.0,0.0,3.0,0.0,8.866666666666667,0.3518657752744984
8,2,2,2,1,15,0.7721195614931328,0.14017138990685052,1.3677817344665528,0.49922007101210114,2.0,0.0,1.0,0.0,2.0,0.0
8,3,3,5,1,5,0.6807740284070096,0.1697024319041335,3.5773338158925374,1.9094268099450966,3.0,0.0,1.0,0.0,3.0,0.0
