number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
16,2,1,10,5,20,0.6888888888888888,0.09153810521173855,0.004024044672648112,1.2,0.41403933560541256,1.0,0.0,1.2,0.41403933560541256
8,3,3,5,2,20,0.6222222222222221,0.17213259316477408,0.015429957707722982,1.2666666666666666,0.4577377082170635,1.0,0.0,1.2666666666666666,0.4577377082170635
16,4,2,5,10,15,0.8507936507936509,0.11783967666449818,0.004363171259562175,1.7333333333333334,0.7037315505489967,2.0,0.0,3.2666666666666666,1.3870146083619752
32,1,4,1,1,20,0.9015873015873017,0.08902645655380367,0.007866191864013671,1.0,0.0,2.1333333333333333,0.35186577527449836,2.1333333333333333,0.35186577527449836
4,2,2,2,2,15,0.6444444444444443,0.15882083577767464,0.005033191045125326,1.6,0.5070925528371101,1.8666666666666667,0.35186577527449836,2.7333333333333334,0.961150104723255
8,3,3,5,10,20,0.7682539682539683,0.13925930520806012,0.012572081883748372,2.0,0.7559289460184544,2.8666666666666667,0.35186577527449836,5.266666666666667,2.1536237457121516
4,4,1,5,10,5,0.6984126984126984,0.08568908674689879,0.0028744061787923177,1.5333333333333334,0.5163977794943222,1.0,0.0,1.5333333333333334,0.5163977794943222
4,2,1,10,10,5,0.4825396825396826,0.1525792360723545,0.0014499982198079428,1.7333333333333334,0.4577377082170635,1.0,0.0,1.7333333333333334,0.4577377082170635
32,1,2,5,10,5,0.873015873015873,0.0777615791359739,0.002631807327270508,1.0,0.0,2.0,0.0,2.0,0.0
4,1,4,2,1,10,0.6761904761904761,0.1621846320564419,0.006453021367390951,1.0,0.0,1.0,0.0,1.0,0.0
4,2,2,5,5,15,0.6444444444444443,0.15882083577767464,0.004083601633707682,1.6,0.5070925528371101,1.8666666666666667,0.35186577527449836,2.7333333333333334,0.961150104723255
4,3,4,1,10,20,0.7936507936507937,0.13428555346478846,0.017978747685750324,1.2,0.4140393356054126,2.6666666666666665,0.6172133998483678,2.8666666666666667,0.7432233529572065
8,3,3,5,10,10,0.7936507936507938,0.08938958432846722,0.006206798553466797,1.8,0.7745966692414834,2.6666666666666665,0.4879500364742666,4.333333333333333,1.7182493859684491
4,4,3,1,5,5,0.7936507936507937,0.08182139933183091,0.003868850072224935,1.4,0.7367883976130073,2.6666666666666665,0.6172133998483678,3.3333333333333335,1.4960264830861913
16,2,3,5,5,20,0.9174603174603175,0.06845669413602481,0.008394654591878254,1.4666666666666666,0.5163977794943222,2.066666666666667,0.2581988897471611,2.7333333333333334,0.7988086367179803
4,1,3,1,10,15,0.7936507936507937,0.08755888696738241,0.006504567464192709,1.0,0.0,2.533333333333333,0.5163977794943223,2.533333333333333,0.5163977794943223
32,1,1,10,5,10,0.7206349206349204,0.08792807576000235,0.0018598079681396485,1.0,0.0,1.0,0.0,1.0,0.0
32,2,4,10,10,5,0.8952380952380954,0.0574819868687826,0.006045707066853841,1.8,0.41403933560541256,2.533333333333333,0.5163977794943223,4.066666666666666,0.9611501047232549
